"","x"
"1",0.485746303200793
"2",0.0781728680687671
"3",0.945752692996931
"4",0.925198536557371
"5",0.306885464239348
"6",0.00756865851858826
"7",0.0588628079097894
"8",2.12690798400729
"9",1.07835216081228
"10",0.874793724984845
"11",0.377101188340049
"12",0.509447805747761
"13",0.824382845342092
"14",1.25469191233093
"15",2.80601932578738
"16",1.23161827416269
"17",0.716099189009945
"18",0.750158394020071
"19",0.574126634350125
"20",0.7362344391993
"21",0.354228775755804
"22",1.59659759871226
"23",1.45873277716582
"24",2.04375683753424
"25",0.052814899265871
"26",3.16775477948796
"27",1.10325013621132
"28",1.2157072646084
"29",0.112932529937049
"30",0.373559817980643
"31",0.431802248858273
"32",0.0286673512295683
"33",0.117814530045238
"34",0.0420316918260284
"35",0.275076323063171
"36",1.99953809736879
"37",3.12343041519985
"38",0.60589608177106
"39",0.560226782293544
"40",0.46187412959449
"41",0.351255477096508
"42",2.64779787963381
"43",2.10645792977793
"44",1.07182240124131
"45",0.576847978814983
"46",3.01045890775622
"47",0.121508390732667
"48",0.449770955596621
"49",3.94852071351094
"50",0.392871633149488
"51",1.62981850795731
"52",0.55114399282488
"53",2.65736749574275
"54",1.78989982850483
"55",1.62881469551489
"56",1.20497601199855
"57",0.095358964959665
"58",1.97113439891894
"59",4.62431146251392
"60",0.960328991266971
"61",1.19518854338669
"62",0.283638870621193
"63",0.107565248253288
"64",0.952424671208531
"65",0.210667452820072
"66",1.50119342994036
"67",1.02429186508271
"68",0.0166506948950833
"69",1.81517008935907
"70",1.20631784298744
"71",0.300250647655112
"72",1.54764266756896
"73",0.86813016572531
"74",2.67591729262046
"75",0.0972649551563685
"76",1.90624609496855
"77",0.706014776106544
"78",0.218685929956733
"79",0.326071460482096
"80",0.474250863958289
"81",0.345141215614277
"82",1.57210941323181
"83",1.69513424437939
"84",1.02045020130865
"85",2.82562269048123
"86",0.133295484266572
"87",0.321942820951455
"88",0.70335907277001
"89",0.934696861287323
"90",0.529599342991743
"91",0.288120195577914
"92",0.646372031456781
"93",0.432699440436733
"94",0.276354847492585
"95",0.24766018297701
"96",1.47450274167005
"97",0.172688778225293
"98",0.738304129610726
"99",0.704295984514266
"100",2.98951604852382
"101",2.20251882843621
"102",1.41847801521495
"103",0.132498664490888
"104",3.08728429310605
"105",0.761185596008957
"106",2.22826679205724
"107",0.550906198544802
"108",0.349647354358476
"109",0.686284026805782
"110",0.341868610404609
"111",0.998501017879055
"112",0.822516421711468
"113",0.207777312866557
"114",1.62123175945421
"115",0.86972499187222
"116",0.976247298117374
"117",2.50571063600321
"118",1.23168199332057
"119",1.3129906360241
"120",0.189314221640319
"121",0.210068841143767
"122",1.51274132546162
"123",0.113199189460375
"124",0.562382972411202
"125",4.18169199497826
"126",0.169205209416795
"127",0.261944227528268
"128",0.33650159193857
"129",1.65882712394076
"130",0.272402877934107
"131",0.840059788248665
"132",0.128172877322876
"133",0.486659881754258
"134",0.168510424617806
"135",0.382768838240523
"136",0.39653195981415
"137",0.262226955806157
"138",0.452744314451112
"139",0.0811698111717345
"140",3.44884214727227
"141",0.253353496616455
"142",0.527996933666252
"143",2.11602324491247
"144",2.27696780773269
"145",1.34981593399434
"146",1.64889509459936
"147",0.584005399264602
"148",0.619946992378122
"149",0.148251184843418
"150",1.60290735263162
"151",2.08638054027876
"152",2.85780501315922
"153",0.162670497743162
"154",0.155407932766221
"155",0.556332966963948
"156",1.73694436437154
"157",0.0124377660535247
"158",0.750335435327395
"159",0.126883036875426
"160",0.0103274133698852
"161",2.75565635579302
"162",2.30219417515101
"163",0.103200390348615
"164",1.171097084275
"165",2.0345563612277
"166",1.80424524593147
"167",0.250238949381665
"168",1.08526745429024
"169",1.94321608730652
"170",0.618562871973298
"171",1.17470623951718
"172",1.17251096178048
"173",2.51711064789098
"174",1.19499997683078
"175",1.92285294894173
"176",0.070685191506041
"177",0.0103474069838226
"178",0.467609111789814
"179",1.25174190861274
"180",0.315334073067364
"181",2.36966843120604
"182",0.765099109042536
"183",1.44659638326932
"184",2.38881120208577
"185",2.64056382163299
"186",0.938004259939961
"187",0.380282938443919
"188",0.412554247361632
"189",1.10710035018022
"190",2.23369996852566
"191",0.288637829239613
"192",0.88812666571514
"193",0.231457218615613
"194",0.0911263007901077
"195",0.393649004636111
"196",1.78869567204109
"197",0.909467241079763
"198",2.19855909056935
"199",1.00071237173495
"200",1.94952139130909
"201",0.673908662815118
"202",0.0209962878728481
"203",0.485971743578576
"204",0.298332030228818
"205",1.64902156123355
"206",0.79953260883218
"207",0.426331734217738
"208",0.424506694623826
"209",0.109001788361381
"210",1.16988225991674
"211",2.69045486011138
"212",2.64589610446776
"213",0.579060202059164
"214",5.72925949386746
"215",1.97446722976602
"216",1.84146619878308
"217",3.47254643766836
"218",0.253048909877558
"219",1.0344726467986
"220",0.702997850697617
"221",0.0398647766370052
"222",0.0911501419275376
"223",1.72305752958966
"224",0.557390567899029
"225",0.694803007395204
"226",0.129969568822193
"227",0.0757755375895328
"228",0.649702173033841
"229",1.14730433526413
"230",0.206998036107273
"231",2.70735796415563
"232",0.317694789650472
"233",1.25724137109089
"234",0.604330410711065
"235",0.0134329770630471
"236",0.232094569012534
"237",1.18076736050087
"238",0.314778386932326
"239",0.429649025277153
"240",0.153399686608738
"241",0.509201210839437
"242",2.09776077474806
"243",0.515762419173207
"244",0.101324655219983
"245",0.610575236390997
"246",0.20430245662828
"247",0.70744081092242
"248",0.465401619437188
"249",2.35490314660146
"250",0.406887311961052
